Province,District,Year,Poverty Rate (%),Access to improved drinking water (% of population),Access to piped water (% of population),Access to improved toilet facilities (% of population),Open defecation (% of population),Access to electricity (% of population),Households' mobile phone ownership (% of population),"Accessibility, health (% of population within 15 minutes to clinic/hospital)","Accessibility, transportation (% of population within 15 minutes to public transportation)",Household size,Household dependency ratio,"Occupancy, present occupancy status-owner (% of population)","Occupancy, present occupancy status-rented (% of population)","Occupancy, present occupancy status-other (% of population)",Improved roof material (% of population),Improved wall material (% of population),Improved roof and wall material (% of population),Household members per room,Overcrowding (% of population),"Labor force participation rate (% of working age population, 15-64 years old)",Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment services (% of total employment),Wage and salaried employment (% of total employment),"Self-employment, non-agriculture (% of total employment)","Self-employment, agriculture (% of total employment)",Unpaid employment (% of total employment),Child labor (% of children aged 10-17),"Net school enrollment, primary school, 6-10 years old (% net)","Net school enrollment, middle school, 11-13 years old (% net)","Youth literacy, 15-24 years old (% of population aged 15-24)","Adult literacy, 25 or more years old (% of population aged 25 or more)","Primary completion rate, 14-17 years old (% of population aged 14-17)","Youth literacy gender parity index, 15-24 years old","Adult literacy gender parity index, 25 or more years old","Primary completion gender parity index, 14-17 years old","Net enrolment rate in primary gender parity index, 6-10 years old","Net enrolment rate in middle school gender parity index, 11-13 years old",Urban share of population (% of population)
Punjab,Sargodha,2006,42.0,99.75,27.95,33.39,23.37,93.59,27.28,36.6,81.13,5.91,0.4,87.26,3.9,8.84,34.72,86.6,33.99,3.23,38.01,42.2,30.96,17.39,51.65,42.87,23.77,18.03,15.33,16.2,79.34,42.91,73.93,43.43,70.09,0.81,0.45,0.87,0.92,0.79,26.57
Punjab,Sargodha,2008,31.0,99.33,20.15,35.26,22.55,98.59,68.14,33.95,82.03,5.91,0.4,93.14,3.41,3.46,25.35,89.05,24.93,3.04,34.35,41.4,29.57,17.51,52.92,43.36,25.81,18.15,12.68,13.82,80.16,39.22,78.12,45.41,75.43,0.83,0.43,0.77,0.91,0.98,23.75
Punjab,Sargodha,2010,29.0,95.98,12.35,59.3,22.37,96.1,77.5,52.49,77.68,6.08,0.38,86.72,4.61,4.66,11.98,87.05,11.95,3.22,39.08,42.88,34.52,23.79,41.69,49.2,18.62,16.6,15.58,15.9,77.09,41.51,73.27,44.81,68.36,0.82,0.41,0.86,0.92,0.74,25.82
Punjab,Sargodha,2012,24.0,93.56,6.35,49.51,15.25,98.49,90.58,61.39,88.92,5.87,0.37,90.17,4.13,4.42,62.96,91.36,60.96,3.15,38.57,40.66,28.49,27.43,44.08,51.58,25.11,13.86,9.45,12.13,78.15,37.42,82.83,47.25,78.83,0.87,0.45,0.91,0.9,0.87,27.54
Punjab,Sargodha,2014,22.0,95.53,6.63,59.55,14.5,96.36,93.38,56.49,87.35,5.79,0.37,87.94,6.0,6.32,79.46,94.56,77.66,3.23,40.15,42.18,29.95,24.85,45.21,47.83,23.56,15.98,12.47,14.38,70.85,40.72,78.74,49.69,79.09,0.9,0.56,0.85,0.91,0.86,35.56
Punjab,Sheikhupura,2004,52.0,99.96,23.42,56.94,22.02,96.79,7.9,37.6,71.93,6.64,0.43,87.88,4.9,7.23,34.79,88.56,34.49,4.04,56.03,48.58,29.36,26.2,44.44,41.99,24.74,14.05,19.23,28.65,67.34,28.49,71.73,42.6,65.9,0.88,0.53,0.88,0.95,0.79,29.13
Punjab,Sheikhupura,2006,47.0,99.46,19.5,51.62,19.99,96.79,51.87,41.77,65.79,6.37,0.43,88.66,4.58,6.76,54.27,89.63,52.54,3.7,50.22,47.66,25.52,31.03,43.45,48.25,22.57,14.7,14.48,24.78,72.89,31.47,75.14,42.97,67.0,0.85,0.52,0.93,0.89,0.91,30.22
Punjab,Sheikhupura,2008,39.0,99.23,32.7,60.65,10.63,98.64,71.44,45.58,87.88,6.66,0.42,88.3,4.94,6.76,60.19,97.48,59.59,3.91,51.81,47.17,22.66,32.64,44.69,51.38,24.7,9.4,14.52,22.95,74.33,35.27,77.81,50.15,75.45,0.89,0.66,0.99,1.05,1.0,35.53
Punjab,Sheikhupura,2010,31.0,98.43,21.74,49.73,9.67,98.8,85.24,59.84,85.37,6.23,0.42,85.98,6.29,6.5,41.83,94.51,41.83,3.85,54.61,50.28,19.56,39.75,40.69,52.99,17.26,11.62,18.13,29.63,74.15,33.3,76.43,50.29,71.57,1.02,0.62,1.11,1.01,0.95,36.7
Punjab,Sheikhupura,2012,25.0,99.23,21.67,40.07,5.99,99.12,93.06,56.18,76.07,6.21,0.4,87.63,6.64,6.64,82.2,94.92,78.52,3.49,47.01,47.35,26.85,32.86,40.3,55.74,20.66,12.09,11.5,21.54,71.83,37.43,80.48,51.15,78.76,1.0,0.71,1.06,1.02,1.22,38.23
Punjab,Sheikhupura,2014,23.0,98.2,9.58,64.2,4.27,98.2,94.81,75.59,96.11,6.11,0.41,87.32,7.91,7.93,68.01,98.02,67.23,3.74,49.89,44.8,22.12,38.05,39.83,56.74,20.14,13.21,9.24,14.58,73.58,38.88,84.48,52.09,77.64,1.04,0.69,1.05,0.91,1.08,28.15
Punjab,Sialkot,2004,43.0,99.62,21.34,63.59,23.98,99.43,12.57,30.73,75.23,6.99,0.45,96.37,2.43,1.2,59.09,97.44,58.48,3.53,45.05,45.81,30.01,32.75,37.24,40.44,24.61,14.87,20.09,23.07,88.55,50.0,85.58,50.52,84.2,1.04,0.71,1.04,1.02,1.21,23.97
Punjab,Sialkot,2006,37.0,99.65,25.23,76.67,21.42,98.38,58.17,46.33,82.12,6.87,0.42,92.06,6.71,1.22,63.08,89.22,61.21,3.43,44.33,44.16,23.23,42.05,34.72,52.52,20.69,12.78,14.01,22.02,89.52,39.91,80.59,47.88,84.57,1.03,0.7,0.97,0.94,1.2,24.28
Punjab,Sialkot,2008,32.0,99.26,12.14,80.82,13.74,98.56,83.48,71.43,80.27,7.03,0.43,93.49,3.92,2.59,59.78,98.15,59.78,3.39,42.32,44.92,29.07,29.35,41.58,45.42,21.15,14.06,19.37,21.22,83.62,50.54,83.5,53.1,81.15,1.01,0.75,1.06,1.1,1.07,27.88
Punjab,Sialkot,2010,25.0,97.95,23.64,88.54,6.5,98.49,89.24,79.84,93.02,6.68,0.43,92.28,5.13,5.75,51.47,98.38,51.03,3.25,42.45,48.67,30.13,33.74,36.13,43.49,22.22,15.6,18.69,25.45,80.75,46.58,84.5,53.31,82.05,1.1,0.76,1.16,1.04,1.15,24.54
Punjab,Sialkot,2012,18.0,99.43,22.36,87.67,4.97,98.49,95.05,49.5,81.71,6.15,0.41,92.01,4.82,5.29,80.32,99.65,80.13,2.94,30.99,43.77,23.98,40.72,35.29,48.29,23.77,15.31,12.64,22.0,87.19,53.12,85.59,58.85,83.2,0.95,0.8,0.93,1.07,1.23,25.08
Punjab,Sialkot,2014,17.0,99.54,21.04,90.07,3.7,99.4,94.75,75.28,90.93,6.66,0.41,90.56,6.85,7.45,77.85,99.64,77.67,3.17,39.16,44.91,23.42,40.12,36.45,52.37,19.21,13.38,13.43,12.85,84.61,50.81,91.31,66.57,89.61,1.03,0.84,1.07,0.99,1.07,28.32
Punjab,Toba Tek Singh,2004,49.0,95.32,27.81,61.35,33.84,95.43,2.02,75.83,79.58,6.45,0.45,95.24,3.11,1.65,42.52,81.06,40.81,3.55,47.04,60.45,53.73,15.51,30.76,33.77,16.7,17.9,31.63,35.85,69.28,29.29,73.38,43.14,66.37,0.9,0.54,0.89,1.04,1.11,18.38
Punjab,Toba Tek Singh,2006,44.0,97.45,49.99,40.8,12.82,96.85,31.12,50.5,97.26,6.39,0.41,94.6,2.32,3.08,29.04,90.87,27.58,3.38,42.81,44.12,42.5,20.0,37.5,38.05,21.03,22.47,18.45,20.61,78.87,34.92,76.45,47.79,75.25,0.95,0.59,0.99,0.98,1.01,19.5
Punjab,Toba Tek Singh,2008,35.0,98.27,47.06,19.06,19.89,97.32,73.34,47.76,86.81,6.32,0.41,94.41,2.39,3.2,50.41,89.63,49.17,3.32,40.43,52.49,50.45,14.47,35.08,33.41,18.73,22.21,25.65,23.98,79.8,40.21,80.7,51.47,76.58,0.91,0.64,0.93,0.9,1.34,20.26
Punjab,Toba Tek Singh,2010,27.0,97.43,39.49,62.39,12.58,97.68,82.27,64.85,79.94,6.23,0.38,94.01,3.5,3.86,12.69,91.66,12.29,3.22,38.51,47.31,44.95,21.3,33.75,34.18,20.89,20.83,24.11,18.99,80.32,39.87,83.03,57.0,80.35,0.9,0.66,1.02,0.92,1.18,20.86
Punjab,Toba Tek Singh,2012,24.0,91.04,32.35,64.37,9.4,99.15,94.47,82.87,91.77,6.48,0.4,93.87,1.99,2.08,65.39,94.36,65.18,3.27,41.58,53.5,49.77,17.47,32.76,35.51,18.61,20.08,25.8,25.13,80.31,41.2,81.26,57.18,73.05,0.95,0.64,1.01,0.94,0.97,18.57
Punjab,Toba Tek Singh,2014,21.0,96.14,25.15,76.53,9.5,98.16,95.31,84.31,86.62,5.94,0.4,89.66,3.01,3.01,86.9,94.74,85.2,3.21,38.3,51.65,53.22,16.92,29.86,32.9,16.09,23.38,26.3,22.13,76.41,48.57,79.98,53.64,75.67,0.9,0.71,0.85,1.0,1.08,21.33
Punjab,Vehari,2004,58.0,98.78,11.61,37.27,45.78,82.65,2.34,37.66,62.69,6.65,0.44,92.71,2.72,4.57,59.53,67.01,51.23,3.97,56.48,59.4,44.99,15.2,39.82,45.71,18.05,18.38,17.85,36.23,58.09,18.32,56.23,31.58,48.17,0.6,0.33,0.61,0.95,0.81,17.06
Punjab,Vehari,2006,56.0,99.29,10.08,35.46,39.3,87.24,28.52,50.8,69.87,6.39,0.43,84.37,3.84,11.78,69.53,74.3,62.57,3.89,52.06,53.43,42.17,12.03,45.8,46.22,16.4,26.46,10.92,29.49,58.33,22.45,60.95,34.37,50.21,0.7,0.37,0.71,0.75,0.67,16.51
Punjab,Vehari,2008,49.0,97.19,16.86,37.32,32.99,93.09,56.89,35.36,72.95,6.51,0.43,89.13,2.37,8.5,73.78,77.87,68.28,3.71,50.74,52.67,45.96,18.66,35.38,38.75,19.32,20.7,21.23,28.02,63.34,29.39,67.95,40.04,56.9,0.79,0.42,0.8,0.86,0.85,16.53
Punjab,Vehari,2010,37.0,97.01,12.89,36.11,25.53,93.24,77.66,44.25,71.18,6.54,0.42,89.12,1.85,2.19,7.43,79.14,7.28,3.68,51.68,56.11,50.04,15.95,34.01,38.77,18.73,16.77,25.74,32.54,65.0,28.74,66.3,40.27,60.34,0.74,0.44,0.81,0.83,0.93,18.19
Punjab,Vehari,2012,37.0,99.64,10.89,43.2,24.84,93.76,86.65,32.18,68.25,6.35,0.42,89.63,2.25,2.39,81.59,84.04,75.94,3.8,52.45,60.35,54.78,16.32,28.91,40.14,17.69,19.41,22.77,35.92,63.1,31.66,65.7,39.84,59.21,0.81,0.49,0.81,0.83,1.17,16.81
Punjab,Vehari,2014,31.0,99.73,10.8,36.04,23.21,90.74,86.86,39.79,59.83,5.9,0.41,88.11,2.65,3.24,84.11,85.67,80.2,3.66,48.11,62.0,60.79,15.4,23.82,40.26,14.83,20.36,23.95,37.78,69.09,34.13,59.44,34.13,56.72,0.82,0.51,0.93,0.89,0.86,17.46
Sindh,Badin,2004,47.0,89.29,23.6,6.02,29.91,51.15,1.89,22.87,62.62,6.32,0.46,96.55,0.68,2.77,38.99,41.32,35.37,4.84,71.4,47.23,49.99,12.42,37.59,42.69,11.38,28.72,17.22,23.59,52.63,17.52,49.74,34.52,41.97,0.54,0.35,0.57,0.74,0.66,28.29
Sindh,Badin,2006,66.0,82.45,17.54,3.66,29.57,40.72,11.66,19.85,62.4,6.43,0.44,98.38,0.45,1.17,16.4,20.92,14.01,4.7,70.81,55.71,71.36,6.36,22.28,25.43,7.9,32.87,33.8,39.12,47.15,12.71,41.35,27.03,34.08,0.5,0.24,0.45,0.78,0.45,12.55
Sindh,Badin,2008,56.0,94.08,15.61,3.71,18.31,52.59,43.78,29.27,65.17,5.93,0.42,97.19,0.98,1.83,15.46,38.0,14.41,4.46,65.4,51.66,57.42,10.53,32.05,35.69,11.34,30.15,22.82,36.35,53.92,19.3,53.17,31.73,45.5,0.55,0.23,0.5,0.73,0.62,22.7
Sindh,Badin,2010,49.0,81.72,17.54,6.58,19.42,69.62,75.09,29.91,77.93,6.2,0.44,98.31,1.18,1.47,11.25,31.66,10.17,4.28,67.17,48.8,60.5,11.76,27.74,41.13,8.56,30.36,19.95,23.05,47.74,22.92,50.74,29.16,49.02,0.61,0.21,0.71,0.75,0.52,15.69
Sindh,Badin,2012,50.0,86.82,14.49,4.67,31.12,69.68,74.04,24.12,79.22,6.17,0.43,97.72,0.83,1.52,22.32,37.5,21.18,4.7,72.25,62.24,68.52,11.27,20.21,33.93,8.36,34.31,23.4,36.26,48.4,19.88,45.54,30.43,42.64,0.56,0.25,0.66,0.77,0.78,17.49
Sindh,Badin,2014,47.0,93.13,11.5,5.76,17.7,73.0,79.19,33.56,92.7,5.8,0.42,97.61,1.09,1.72,34.42,38.77,32.52,4.67,67.81,61.37,63.33,11.56,25.11,34.67,10.18,31.19,23.9,38.24,45.84,15.01,46.42,32.58,42.7,0.65,0.3,0.66,0.7,0.6,22.27
Sindh,Dadu,2004,52.0,77.5,41.58,3.85,6.21,78.41,1.05,43.38,66.84,7.14,0.44,95.19,1.71,3.1,40.41,34.88,29.99,5.52,80.13,45.07,49.95,11.02,39.02,32.36,15.78,27.13,24.72,26.73,46.6,22.78,55.06,39.33,46.6,0.57,0.29,0.56,0.72,0.48,16.59
Sindh,Dadu,2006,61.0,84.31,41.84,6.84,24.5,76.84,23.32,24.67,62.02,6.71,0.43,95.33,1.82,2.86,31.8,33.46,25.67,4.92,71.59,48.22,50.96,14.0,35.04,43.51,12.11,24.11,20.27,31.24,50.92,24.37,52.3,32.33,47.13,0.6,0.27,0.82,0.82,0.67,20.44
Sindh,Dadu,2008,48.0,90.01,23.6,0.58,5.05,97.11,62.59,18.59,51.31,7.17,0.44,97.28,2.01,0.71,61.22,51.06,44.01,4.11,63.58,42.44,36.38,14.27,49.35,41.71,21.55,23.1,13.64,14.38,70.31,48.38,69.78,49.32,74.61,0.63,0.33,0.81,0.95,0.73,20.38
Sindh,Dadu,2010,36.0,75.73,13.03,0.87,0.85,95.86,87.88,30.73,87.16,7.35,0.48,94.91,0.94,0.94,52.17,52.79,41.15,4.6,75.94,47.0,48.7,14.34,36.96,40.6,12.77,27.66,18.97,21.96,72.42,44.93,75.21,56.15,74.45,0.8,0.49,0.94,0.92,0.56,21.37
Sindh,Dadu,2012,44.0,90.21,7.2,2.45,9.73,96.66,92.88,21.94,61.85,6.78,0.44,92.7,1.73,1.89,57.65,55.91,41.48,4.72,78.95,45.0,44.32,20.88,34.79,33.26,22.22,27.37,17.15,14.91,72.35,39.43,76.13,49.43,72.88,0.84,0.33,0.95,0.88,0.64,24.14
Sindh,Dadu,2014,36.0,92.05,15.61,0.95,8.42,99.03,92.18,47.33,99.54,6.87,0.47,93.31,1.86,4.85,81.78,66.45,63.2,4.01,66.11,51.01,31.0,25.31,43.69,36.63,31.43,19.64,12.23,16.2,80.62,41.45,81.31,55.5,79.97,0.88,0.59,0.9,0.93,0.76,17.27
Sindh,Ghotki,2004,45.0,99.64,11.71,26.1,12.31,90.6,6.69,31.12,75.23,6.37,0.43,92.62,3.25,4.12,57.01,61.45,53.67,4.34,64.71,49.08,49.65,8.51,41.84,30.88,16.71,26.15,26.26,32.74,59.14,34.86,59.92,40.04,58.27,0.42,0.23,0.58,0.75,0.43,34.15
Sindh,Ghotki,2006,61.0,100.0,12.68,3.31,26.96,84.91,24.97,25.9,61.71,6.62,0.49,93.42,1.76,4.82,45.12,51.09,40.04,4.21,68.16,48.19,58.76,8.56,32.68,29.38,13.11,37.3,20.21,30.57,61.36,29.8,53.56,30.47,56.53,0.4,0.11,0.61,0.63,0.26,15.69
Sindh,Ghotki,2008,55.0,98.57,12.19,10.91,7.33,90.57,53.9,37.22,80.92,7.19,0.48,93.96,2.43,3.61,43.19,57.43,40.34,4.43,67.21,52.5,54.81,11.07,34.12,28.18,13.31,25.68,32.83,34.8,60.52,29.96,54.56,32.19,54.14,0.42,0.13,0.51,0.66,0.46,17.6
Sindh,Ghotki,2010,41.0,100.0,16.04,14.33,5.06,92.75,80.57,22.61,85.69,7.47,0.44,94.79,0.69,1.71,1.54,58.52,1.54,5.01,73.38,54.14,57.69,16.17,26.14,37.03,7.97,20.69,34.31,30.13,55.11,36.23,52.71,33.39,51.3,0.34,0.14,0.38,0.59,0.22,15.03
Sindh,Ghotki,2012,51.0,99.41,10.0,15.02,3.74,94.17,90.79,25.79,88.4,7.62,0.46,94.89,1.57,1.82,48.4,63.61,41.0,5.25,81.29,54.12,57.75,15.65,26.6,33.23,10.06,24.62,32.09,34.05,57.54,37.2,55.58,35.37,57.36,0.45,0.19,0.56,0.58,0.34,17.5
Sindh,Ghotki,2014,46.0,99.6,5.13,15.98,2.62,95.4,89.38,26.77,65.28,7.72,0.47,92.77,1.94,3.43,48.96,59.17,45.36,5.25,80.74,56.74,54.9,20.07,25.02,35.65,11.27,20.58,32.45,35.52,49.29,28.75,49.22,32.08,49.64,0.45,0.21,0.49,0.65,0.43,20.14
Sindh,Hyderabad,2004,41.0,99.39,48.06,24.1,10.16,89.12,5.94,37.08,63.9,6.47,0.43,90.37,5.03,4.6,71.93,74.07,67.97,4.34,65.54,44.34,32.47,15.65,51.88,51.64,17.87,16.5,13.98,22.64,51.68,29.67,63.83,43.54,58.93,0.69,0.38,0.74,0.78,0.74,47.82
Sindh,Hyderabad,2006,50.0,96.9,45.7,18.13,8.54,89.15,33.44,57.21,89.96,6.45,0.41,89.15,8.1,2.75,71.85,75.83,70.42,4.45,63.5,46.88,25.53,20.95,53.52,58.29,17.22,11.26,13.23,26.01,59.73,28.18,64.98,44.99,55.29,0.9,0.52,0.94,0.85,0.9,57.57
Sindh,Hyderabad,2008,30.0,99.15,70.42,32.41,0.95,98.1,73.85,69.05,88.52,6.39,0.38,89.86,7.05,3.08,87.25,92.81,86.66,3.89,50.92,42.11,10.81,22.36,66.82,64.6,22.31,3.87,9.22,15.58,72.45,44.88,79.94,62.69,75.44,0.9,0.66,0.86,0.98,1.12,81.08
Sindh,Hyderabad,2010,26.0,97.6,64.11,32.55,3.06,97.52,91.66,75.47,91.01,6.3,0.37,85.43,11.3,13.23,70.99,92.08,70.11,3.72,47.15,46.57,11.39,24.96,63.65,67.27,18.19,4.49,10.05,18.12,76.98,46.83,77.44,62.49,71.74,1.02,0.65,1.2,0.98,1.12,80.54
Sindh,Hyderabad,2012,33.0,97.79,73.68,30.38,2.62,98.99,90.8,79.53,91.47,6.3,0.37,85.32,11.74,12.53,89.62,93.53,89.11,4.0,53.88,50.11,11.63,33.75,54.62,60.05,25.0,4.26,10.69,27.39,72.4,51.01,77.21,65.12,69.93,0.86,0.85,0.94,0.93,1.14,85.78
Sindh,Hyderabad,2014,28.0,95.83,60.29,21.25,5.33,98.83,92.41,80.59,98.22,5.73,0.37,89.69,7.82,8.54,83.38,88.35,82.01,4.24,59.96,49.72,13.84,29.09,57.07,53.37,27.45,6.51,12.28,22.1,63.6,38.35,66.84,54.85,60.63,0.83,0.74,0.86,0.72,1.06,82.75
Sindh,Jacobabad,2004,52.0,93.33,16.25,17.78,23.28,86.05,2.1,14.09,58.96,7.33,0.46,94.01,1.57,4.42,34.36,38.63,31.47,3.96,63.57,63.56,69.32,4.48,26.21,17.95,9.49,22.71,49.85,53.25,30.93,17.69,45.42,25.04,40.42,0.33,0.17,0.48,0.48,0.64,30.41
Sindh,Jacobabad,2006,67.0,95.07,28.79,15.24,53.64,80.9,19.12,11.25,43.4,7.73,0.48,94.0,3.04,2.96,24.18,32.13,20.76,4.29,70.69,71.58,78.0,1.63,20.38,13.42,7.11,21.96,57.51,56.56,39.08,18.3,40.89,24.48,38.08,0.25,0.1,0.29,0.38,0.37,19.93
Sindh,Jacobabad,2008,58.0,86.84,22.96,8.73,9.1,93.58,55.93,51.55,64.99,7.77,0.45,93.55,2.75,3.7,26.01,51.36,23.6,5.03,72.77,57.69,60.85,5.79,33.36,23.73,10.78,21.98,43.51,44.63,46.42,24.84,52.59,28.73,46.7,0.51,0.19,0.7,0.66,0.51,25.41
Sindh,Jacobabad,2010,47.0,81.63,15.19,2.59,3.23,93.81,81.39,29.79,68.45,7.27,0.48,92.17,2.69,3.28,3.1,39.27,2.44,4.76,77.72,50.63,57.03,13.48,29.49,31.7,12.5,27.98,27.82,33.57,52.42,30.52,45.14,25.66,47.94,0.3,0.14,0.44,0.56,0.48,21.32
Sindh,Jacobabad,2012,49.0,83.05,7.99,15.01,11.23,94.32,94.55,44.27,64.08,7.14,0.52,96.43,1.54,2.0,46.39,53.38,35.58,5.13,78.75,52.32,57.24,12.0,30.77,28.44,12.09,28.51,30.95,36.47,56.77,30.44,48.25,30.58,53.68,0.49,0.26,0.76,0.66,0.38,21.36
Sindh,Jacobabad,2014,48.0,74.67,1.41,6.3,7.61,93.14,90.19,36.04,77.76,7.23,0.47,85.0,3.0,3.8,44.53,61.05,42.42,5.47,82.07,58.73,59.55,16.74,23.71,29.57,10.03,23.8,36.37,39.09,47.37,28.14,42.88,27.25,43.65,0.53,0.21,0.61,0.67,0.51,25.48
Sindh,Jamshoro,2004,52.0,77.5,41.58,3.85,6.21,78.41,1.05,43.38,66.84,7.14,0.44,95.19,1.71,3.1,40.41,34.88,29.99,5.52,80.13,45.07,49.95,11.02,39.02,32.36,15.78,27.13,24.72,26.73,46.6,22.78,55.06,39.33,46.6,0.57,0.29,0.56,0.72,0.48,16.59
Sindh,Jamshoro,2006,61.0,84.31,41.84,6.84,24.5,76.84,23.32,24.67,62.02,6.71,0.43,95.33,1.82,2.86,31.8,33.46,25.67,4.92,71.59,48.22,50.96,14.0,35.04,43.51,12.11,24.11,20.27,31.24,50.92,24.37,52.3,32.33,47.13,0.6,0.27,0.82,0.82,0.67,20.44
Sindh,Jamshoro,2008,53.0,81.36,37.78,5.52,21.05,75.97,44.35,22.67,58.4,5.82,0.43,97.68,1.44,0.87,33.09,47.6,28.37,4.18,59.22,45.93,38.52,22.25,39.23,53.55,12.37,20.81,13.28,27.72,44.44,23.52,57.29,32.86,50.86,0.62,0.21,0.7,0.77,0.73,20.71
Sindh,Jamshoro,2010,43.0,70.69,28.66,9.42,14.71,84.65,79.87,31.96,83.61,6.59,0.43,95.52,0.51,0.61,30.39,52.82,24.25,4.6,71.86,47.63,38.95,20.82,40.23,53.89,14.44,15.31,16.36,21.17,54.68,28.95,57.72,35.68,53.32,0.59,0.37,0.57,0.71,0.6,24.74
Sindh,Jamshoro,2012,46.0,82.28,35.53,6.44,17.5,91.78,84.93,35.16,87.19,6.69,0.42,98.02,0.79,1.5,65.89,62.48,55.4,4.76,70.98,48.97,45.37,22.28,32.35,43.05,13.95,25.46,17.54,19.17,51.39,36.83,54.33,37.63,52.7,0.59,0.37,0.63,0.7,0.59,19.99
Sindh,Jamshoro,2014,42.0,80.03,45.62,7.24,16.77,92.1,91.91,58.78,89.74,5.96,0.4,93.82,2.1,4.53,72.66,71.37,69.67,4.26,63.5,49.58,31.46,30.73,37.81,55.84,16.88,17.65,9.52,20.77,61.66,29.13,56.48,36.3,57.44,0.72,0.38,0.74,0.86,0.67,24.67
Sindh,Karachi City,2004,28.0,91.91,87.65,91.96,4.36,94.79,29.81,50.48,87.61,6.18,0.36,75.38,19.9,4.72,97.19,97.49,96.28,2.99,35.44,43.08,1.71,29.34,68.95,69.95,24.28,0.49,5.28,14.34,72.28,41.74,85.0,72.13,78.83,0.97,0.79,1.01,0.98,0.99,95.5
Sindh,Karachi City,2006,23.0,90.41,87.22,91.68,3.56,95.71,63.94,52.83,90.62,5.83,0.34,74.1,20.26,5.64,97.6,97.98,96.95,2.81,29.3,43.19,2.4,32.18,65.42,74.57,20.31,0.48,4.63,13.45,74.98,44.37,84.62,71.73,80.67,0.96,0.79,1.01,0.95,1.04,95.47
Sindh,Karachi City,2008,24.0,92.28,91.77,96.26,0.99,97.31,82.04,65.51,94.25,5.52,0.32,76.89,16.23,6.87,99.15,99.03,98.73,2.72,27.33,42.95,2.43,28.99,68.58,74.96,19.82,0.16,5.06,8.58,76.94,43.78,84.96,73.63,79.56,0.98,0.78,1.02,0.95,1.08,95.54
Sindh,Karachi City,2010,21.0,94.19,84.45,96.88,1.23,96.79,90.55,73.46,93.74,5.53,0.3,73.21,20.49,23.99,98.45,98.65,97.93,2.78,27.13,43.5,2.27,31.51,66.22,76.79,17.95,0.23,5.03,8.18,71.62,45.72,86.1,74.16,81.46,1.01,0.82,1.06,0.99,1.2,96.26
Sindh,Karachi City,2012,22.0,89.41,85.4,96.54,1.27,97.7,96.62,78.47,96.0,5.15,0.3,70.41,22.3,25.56,99.4,98.78,98.47,2.69,26.13,42.79,1.74,32.87,65.39,72.49,21.46,0.22,5.82,9.61,74.71,44.94,88.6,78.1,82.93,0.97,0.83,1.0,1.01,1.13,96.28
Sindh,Karachi City,2014,17.0,85.82,81.89,96.72,0.38,98.17,98.17,66.84,97.36,4.91,0.31,69.09,21.22,26.3,99.53,98.99,98.52,2.72,28.07,43.8,1.7,35.7,62.61,74.24,18.07,0.0,5.76,8.61,73.7,49.2,90.93,77.07,85.84,1.04,0.84,1.07,1.0,1.07,93.84
Sindh,Kashmore,2004,52.0,93.33,16.25,17.78,23.28,86.05,2.1,14.09,58.96,7.33,0.46,94.01,1.57,4.42,34.36,38.63,31.47,3.96,63.57,63.56,69.32,4.48,26.21,17.95,9.49,22.71,49.85,53.25,30.93,17.69,45.42,25.04,40.42,0.33,0.17,0.48,0.48,0.64,30.41
Sindh,Kashmore,2006,67.0,95.07,28.79,15.24,53.64,80.9,19.12,11.25,43.4,7.73,0.48,94.0,3.04,2.96,24.18,32.13,20.76,4.29,70.69,71.58,78.0,1.63,20.38,13.42,7.11,21.96,57.51,56.56,39.08,18.3,40.89,24.48,38.08,0.25,0.1,0.29,0.38,0.37,19.93
Sindh,Kashmore,2008,53.0,100.0,5.21,5.13,7.2,96.96,69.99,26.44,89.64,6.61,0.47,89.1,1.75,9.15,21.45,52.11,21.3,3.96,61.76,47.73,47.22,20.4,32.38,36.53,14.26,26.21,23.0,45.04,65.3,49.09,53.89,28.04,60.99,0.33,0.15,0.46,0.58,0.33,22.9
Sindh,Kashmore,2010,42.0,96.9,3.6,2.52,12.42,88.8,86.99,34.58,85.99,7.69,0.5,89.52,3.57,6.25,3.64,38.48,3.37,4.95,79.03,52.91,55.81,15.3,28.89,35.44,8.45,23.96,32.16,40.92,52.08,26.44,47.59,30.69,45.46,0.45,0.22,0.64,0.46,0.37,19.06
Sindh,Kashmore,2012,52.0,98.43,1.98,32.92,6.08,91.83,92.36,29.74,63.38,7.56,0.49,95.72,1.7,2.33,35.63,51.93,35.63,5.07,78.13,54.8,58.47,13.78,27.75,30.24,10.25,23.27,36.24,37.79,49.17,27.88,48.95,30.02,47.48,0.41,0.18,0.45,0.58,0.47,16.47
Sindh,Kashmore,2014,48.0,98.09,1.79,17.17,5.68,97.31,94.52,33.62,82.64,7.34,0.48,85.92,3.48,3.51,32.82,59.64,32.19,5.79,85.14,61.21,65.3,12.52,22.19,22.73,11.62,25.46,40.13,41.74,41.93,24.27,40.06,25.33,41.47,0.51,0.23,0.67,0.6,0.36,30.95
Sindh,Khairpur,2004,53.0,99.12,12.54,20.88,20.98,80.67,2.93,25.93,65.02,6.87,0.47,97.59,1.28,1.13,48.64,53.98,41.37,4.4,67.59,49.3,52.15,11.87,35.98,33.39,15.2,27.94,23.47,35.41,52.26,34.61,60.91,36.63,57.77,0.55,0.18,0.6,0.67,0.39,12.24
